lr,iterations,accuracy,loss
0.0010000000474974513,1.0,0.6257035732269287,1.597899079322815
0.00545499986037612,2.0,0.6212175488471985,1.630862832069397
0.009820899926126003,3.0,0.6043429970741272,1.7493778467178345
0.01409903634339571,4.0,0.5765937566757202,2.1993017196655273
0.018290728330612183,5.0,0.5082197189331055,4.646292209625244
0.022397276014089584,6.0,0.4332648515701294,7.950682640075684
0.02641996368765831,7.0,0.3802536427974701,8.752659797668457
0.030360057950019836,8.0,0.3357296586036682,14.851508140563965
0.03421881049871445,9.0,0.3022322654724121,31.891679763793945
0.037997446954250336,10.0,0.2725202739238739,22.95538330078125
0.041697192937135696,11.0,0.24774570763111115,48.80122756958008
0.045319244265556335,12.0,0.227181538939476,30.365848541259766
0.048864781856536865,13.0,0.21155960857868195,39.920013427734375
0.0523349791765213,14.0,0.19666078686714172,51.09456253051758
0.05573098734021187,15.0,0.18387369811534882,56.56695556640625
0.0590539388358593,16.0,0.17393632233142853,70.03687286376953
0.06230495870113373,17.0,0.1637599617242813,73.5461196899414
0.0654851570725441,18.0,0.1596648097038269,79.00196838378906
0.06859561800956726,19.0,0.15235789120197296,83.93169403076172
0.07163741439580917,20.0,0.144835963845253,92.34320831298828
0.07461162656545639,21.0,0.13803331553936005,93.83258056640625
0.07751928269863129,22.0,0.13194365799427032,91.55587005615234
0.08036142587661743,23.0,0.12625007331371307,80.9255142211914
0.07599654793739319,24.0,0.12119171768426895,69.37261199951172
0.07171103358268738,25.0,0.11740244925022125,64.39617919921875
0.06750372797250748,26.0,0.11288697272539139,58.55667495727539
0.06337349116802216,27.0,0.10905139893293381,51.02159118652344
0.05931921675801277,28.0,0.1052292138338089,48.19325256347656
0.055339787155389786,29.0,0.10203391313552856,45.0564079284668
0.05143411457538605,30.0,0.09866489470005035,45.293094635009766
0.0476011224091053,31.0,0.09588345140218735,39.311767578125
0.043839748948812485,32.0,0.09295035153627396,35.66195297241211
0.040148939937353134,33.0,0.09028875827789307,32.52849578857422
0.03652765974402428,34.0,0.08804496377706528,28.1682186126709
0.03297489508986473,35.0,0.08573579043149948,27.528383255004883
0.029489630833268166,36.0,0.08377274125814438,23.646881103515625
0.02607087604701519,37.0,0.08386480808258057,21.937910079956055
0.02271764539182186,38.0,0.08417174965143204,22.3432559967041
0.019428974017500877,39.0,0.08417091518640518,20.682207107543945
0.016203904524445534,40.0,0.08381561934947968,18.343429565429688
0.013041491620242596,41.0,0.08264818787574768,18.987363815307617
0.009940807707607746,42.0,0.08113594353199005,17.288772583007812
0.006900933105498552,43.0,0.07981841266155243,17.383146286010742
0.003920961637049913,44.0,0.07853963971138,16.97388458251953
0.0010000000474974513,45.0,0.07724054157733917,16.722503662109375
0.003862834768369794,46.0,0.07619380950927734,16.7427978515625
0.00666841259226203,47.0,0.07517381757497787,16.981767654418945
0.00941759254783392,48.0,0.07425505667924881,15.102304458618164
0.012111222371459007,49.0,0.07352685183286667,15.408863067626953
0.01475013792514801,50.0,0.07304660230875015,14.970130920410156
