lr,iterations
0.0116361175,491.0
0.011710486,492.0
0.011784856,493.0
0.011859225,494.0
0.011933594,495.0
0.011859225,496.0
0.011784856,497.0
0.011710486,498.0
0.0116361175,499.0
0.011561749,500.0
0.01148738,501.0
0.011413011,502.0
0.011338642,503.0
0.011264273,504.0
0.011189904,505.0
0.011115535,506.0
0.011041166,507.0
0.010966796,508.0
0.0108924275,509.0
0.010818059,510.0
0.01074369,511.0
0.010669321,512.0
0.010594952,513.0
0.010520583,514.0
0.010446214,515.0
0.010371845,516.0
0.010297476,517.0
0.010223107,518.0
0.010148738,519.0
0.010074369,520.0
0.01,521.0
0.010037185,522.0
0.010074369,523.0
0.010111554,524.0
0.010148738,525.0
0.0101859225,526.0
0.010223107,527.0
0.010260291,528.0
0.010297476,529.0
0.01033466,530.0
0.010371845,531.0
0.010409029,532.0
0.010446214,533.0
0.010483398,534.0
0.010520583,535.0
0.010557767,536.0
0.010594952,537.0
0.010632137,538.0
0.010669321,539.0
0.010706506,540.0
0.01074369,541.0
0.010780875,542.0
0.010818059,543.0
0.010855244,544.0
0.0108924275,545.0
0.010929612,546.0
0.010966796,547.0
0.010929612,548.0
0.0108924275,549.0
0.010855244,550.0
0.010818059,551.0
0.010780875,552.0
0.01074369,553.0
0.010706506,554.0
0.010669321,555.0
0.010632137,556.0
0.010594952,557.0
0.010557767,558.0
0.010520583,559.0
0.010483398,560.0
0.010446214,561.0
0.010409029,562.0
0.010371845,563.0
0.01033466,564.0
0.010297476,565.0
0.010260291,566.0
0.010223107,567.0
0.0101859225,568.0
0.010148738,569.0
0.010111554,570.0
0.010074369,571.0
0.010037185,572.0
0.01,573.0
0.010018593,574.0
0.010037185,575.0
0.010055777,576.0
0.010074369,577.0
0.010092962,578.0
0.010111554,579.0
0.010130146,580.0
0.010148738,581.0
0.0101673305,582.0
0.0101859225,583.0
0.0102045145,584.0
0.010223107,585.0
0.010241699,586.0
0.010260291,587.0
0.010278883,588.0
0.010297476,589.0
0.010316068,590.0
0.01033466,591.0
0.010353252,592.0
0.010371845,593.0
0.010390437,594.0
0.010409029,595.0
0.010427622,596.0
0.010446214,597.0
0.010464806,598.0
0.010483398,599.0
0.010464806,600.0
0.010446214,601.0
0.010427622,602.0
0.010409029,603.0
0.010390437,604.0
0.010371845,605.0
0.010353252,606.0
0.01033466,607.0
0.010316068,608.0
0.010297476,609.0
0.010278883,610.0
0.010260291,611.0
0.010241699,612.0
0.010223107,613.0
0.0102045145,614.0
0.0101859225,615.0
0.0101673305,616.0
0.010148738,617.0
0.010130146,618.0
0.010111554,619.0
0.010092962,620.0
0.010074369,621.0
0.010055777,622.0
0.010037185,623.0
0.010018593,624.0
0.01,625.0
0.010009296,626.0
0.010018593,627.0
0.010027888,628.0
0.010037185,629.0
0.01004648,630.0
0.010055777,631.0
0.010065073,632.0
0.010074369,633.0
0.010083665,634.0
0.010092962,635.0
0.010102257,636.0
0.010111554,637.0
0.01012085,638.0
0.010130146,639.0
0.010139442,640.0
0.010148738,641.0
0.010158034,642.0
0.0101673305,643.0
0.010176626,644.0
0.0101859225,645.0
0.010195219,646.0
0.0102045145,647.0
0.010213811,648.0
0.010223107,649.0
0.010232403,650.0
0.010241699,651.0
0.010232403,652.0
0.010223107,653.0
0.010213811,654.0
0.0102045145,655.0
0.010195219,656.0
0.0101859225,657.0
0.010176626,658.0
0.0101673305,659.0
0.010158034,660.0
0.010148738,661.0
0.010139442,662.0
0.010130146,663.0
0.01012085,664.0
0.010111554,665.0
0.010102257,666.0
0.010092962,667.0
0.010083665,668.0
0.010074369,669.0
0.010065073,670.0
0.010055777,671.0
0.01004648,672.0
0.010037185,673.0
0.010027888,674.0
0.010018593,675.0
0.010009296,676.0
0.01,677.0
0.010004648,678.0
0.010009296,679.0
0.0100139445,680.0
0.010018593,681.0
0.01002324,682.0
0.010027888,683.0
0.010032536,684.0
0.010037185,685.0
0.010041833,686.0
0.01004648,687.0
0.010051128,688.0
0.010055777,689.0
0.010060425,690.0
0.010065073,691.0
0.010069721,692.0
0.010074369,693.0
0.010079017,694.0
0.010083665,695.0
0.010088313,696.0
0.010092962,697.0
0.010097609,698.0
0.010102257,699.0
0.010106905,700.0
0.010111554,701.0
0.010116202,702.0
0.01012085,703.0
0.010116202,704.0
0.010111554,705.0
0.010106905,706.0
0.010102257,707.0
0.010097609,708.0
0.010092962,709.0
0.010088313,710.0
0.010083665,711.0
0.010079017,712.0
0.010074369,713.0
0.010069721,714.0
0.010065073,715.0
0.010060425,716.0
0.010055777,717.0
0.010051128,718.0
0.01004648,719.0
0.010041833,720.0
0.010037185,721.0
0.010032536,722.0
0.010027888,723.0
0.01002324,724.0
0.010018593,725.0
0.0100139445,726.0
0.010009296,727.0
0.010004648,728.0
0.01,729.0
0.010002324,730.0
0.010004648,731.0
0.010006972,732.0
0.010009296,733.0
0.01001162,734.0
0.0100139445,735.0
0.010016268,736.0
0.010018593,737.0
0.010020916,738.0
0.01002324,739.0
0.010025565,740.0
0.010027888,741.0
0.010030213,742.0
0.010032536,743.0
0.01003486,744.0
0.010037185,745.0
0.010039508,746.0
0.010041833,747.0
0.010044157,748.0
0.01004648,749.0
0.010048805,750.0
0.010051128,751.0
0.010053453,752.0
0.010055777,753.0
0.0100581,754.0
0.010060425,755.0
0.0100581,756.0
0.010055777,757.0
0.010053453,758.0
0.010051128,759.0
0.010048805,760.0
0.01004648,761.0
0.010044157,762.0
0.010041833,763.0
0.010039508,764.0
0.010037185,765.0
0.01003486,766.0
0.010032536,767.0
0.010030213,768.0
0.010027888,769.0
0.010025565,770.0
0.01002324,771.0
0.010020916,772.0
0.010018593,773.0
0.010016268,774.0
0.0100139445,775.0
0.01001162,776.0
0.010009296,777.0
0.010006972,778.0
0.010004648,779.0
0.010002324,780.0
0.01,781.0
0.010001162,782.0
0.010002324,783.0
0.010003486,784.0
0.010004648,785.0
0.01000581,786.0
0.010006972,787.0
0.010008134,788.0
0.010009296,789.0
0.0100104585,790.0
0.01001162,791.0
0.010012782,792.0
0.0100139445,793.0
0.010015106,794.0
0.010016268,795.0
0.01001743,796.0
0.010018593,797.0
0.010019754,798.0
0.010020916,799.0
0.010022079,800.0
0.01002324,801.0
0.010024402,802.0
0.010025565,803.0
0.010026726,804.0
0.010027888,805.0
0.0100290505,806.0
0.010030213,807.0
0.0100290505,808.0
0.010027888,809.0
0.010026726,810.0
0.010025565,811.0
0.010024402,812.0
0.01002324,813.0
0.010022079,814.0
0.010020916,815.0
0.010019754,816.0
0.010018593,817.0
0.01001743,818.0
0.010016268,819.0
0.010015106,820.0
0.0100139445,821.0
0.010012782,822.0
0.01001162,823.0
0.0100104585,824.0
0.010009296,825.0
0.010008134,826.0
0.010006972,827.0
0.01000581,828.0
0.010004648,829.0
0.010003486,830.0
0.010002324,831.0
0.010001162,832.0
0.01,833.0
0.010000581,834.0
0.010001162,835.0
0.010001743,836.0
0.010002324,837.0
0.0100029055,838.0
0.010003486,839.0
0.010004067,840.0
0.010004648,841.0
0.010005229,842.0
0.01000581,843.0
0.010006391,844.0
0.010006972,845.0
0.010007553,846.0
0.010008134,847.0
0.010008715,848.0
0.010009296,849.0
0.010009877,850.0
0.0100104585,851.0
0.010011039,852.0
0.01001162,853.0
0.010012201,854.0
0.010012782,855.0
0.010013363,856.0
0.0100139445,857.0
0.010014526,858.0
0.010015106,859.0
0.010014526,860.0
0.0100139445,861.0
0.010013363,862.0
0.010012782,863.0
0.010012201,864.0
0.01001162,865.0
0.010011039,866.0
0.0100104585,867.0
0.010009877,868.0
0.010009296,869.0
0.010008715,870.0
0.010008134,871.0
0.010007553,872.0
0.010006972,873.0
0.010006391,874.0
0.01000581,875.0
0.010005229,876.0
0.010004648,877.0
0.010004067,878.0
0.010003486,879.0
0.0100029055,880.0
0.010002324,881.0
0.010001743,882.0
0.010001162,883.0
0.010000581,884.0
0.01,885.0
0.01000029,886.0
0.010000581,887.0
0.0100008715,888.0
0.010001162,889.0
0.010001453,890.0
0.010001743,891.0
0.010002034,892.0
0.010002324,893.0
0.010002615,894.0
0.0100029055,895.0
0.010003195,896.0
0.010003486,897.0
0.010003776,898.0
0.010004067,899.0
0.010004357,900.0
0.010004648,901.0
0.010004939,902.0
0.010005229,903.0
0.01000552,904.0
0.01000581,905.0
0.010006101,906.0
0.010006391,907.0
0.010006682,908.0
0.010006972,909.0
0.010007262,910.0
0.010007553,911.0
0.010007262,912.0
0.010006972,913.0
0.010006682,914.0
0.010006391,915.0
0.010006101,916.0
0.01000581,917.0
0.01000552,918.0
0.010005229,919.0
0.010004939,920.0
0.010004648,921.0
0.010004357,922.0
0.010004067,923.0
0.010003776,924.0
0.010003486,925.0
0.010003195,926.0
0.0100029055,927.0
0.010002615,928.0
0.010002324,929.0
0.010002034,930.0
0.010001743,931.0
0.010001453,932.0
0.010001162,933.0
0.0100008715,934.0
0.010000581,935.0
0.01000029,936.0
0.01,937.0
0.010000145,938.0
0.01000029,939.0
0.010000436,940.0
0.010000581,941.0
0.010000726,942.0
0.0100008715,943.0
0.010001017,944.0
0.010001162,945.0
0.010001307,946.0
0.010001453,947.0
0.010001598,948.0
0.010001743,949.0
0.0100018885,950.0
0.010002034,951.0
0.010002179,952.0
0.010002324,953.0
0.01000247,954.0
0.010002615,955.0
0.01000276,956.0
0.0100029055,957.0
0.01000305,958.0
0.010003195,959.0
0.01000334,960.0
0.010003486,961.0
0.010003631,962.0
0.010003776,963.0
0.010003631,964.0
0.010003486,965.0
0.01000334,966.0
0.010003195,967.0
0.01000305,968.0
0.0100029055,969.0
0.01000276,970.0
0.010002615,971.0
0.01000247,972.0
0.010002324,973.0
0.010002179,974.0
0.010002034,975.0
0.0100018885,976.0
0.010001743,977.0
0.010001598,978.0
0.010001453,979.0
0.010001307,980.0
0.010001162,981.0
0.010001017,982.0
0.0100008715,983.0
0.010000726,984.0
0.010000581,985.0
0.010000436,986.0
0.01000029,987.0
0.010000145,988.0
0.01,989.0
0.010000072,990.0
0.010000145,991.0
0.010000218,992.0
0.01000029,993.0
0.010000363,994.0
0.010000436,995.0
0.010000508,996.0
0.010000581,997.0
0.010000654,998.0
0.010000726,999.0
0.010000799,1000.0
0.0100008715,1001.0
0.010000944,1002.0
0.010001017,1003.0
0.010001089,1004.0
0.010001162,1005.0
0.010001235,1006.0
0.010001307,1007.0
0.01000138,1008.0
0.010001453,1009.0
0.010001525,1010.0
0.010001598,1011.0
0.010001671,1012.0
0.010001743,1013.0
0.010001816,1014.0
0.0100018885,1015.0
0.010001816,1016.0
0.010001743,1017.0
0.010001671,1018.0
0.010001598,1019.0
0.010001525,1020.0
0.010001453,1021.0
0.01000138,1022.0
0.010001307,1023.0
0.010001235,1024.0
0.010001162,1025.0
0.010001089,1026.0
0.010001017,1027.0
0.010000944,1028.0
0.0100008715,1029.0
0.010000799,1030.0
0.010000726,1031.0
0.010000654,1032.0
0.010000581,1033.0
0.010000508,1034.0
0.010000436,1035.0
0.010000363,1036.0
0.01000029,1037.0
0.010000218,1038.0
0.010000145,1039.0
0.010000072,1040.0
0.01,1041.0
0.010000036,1042.0
0.010000072,1043.0
0.010000109,1044.0
0.010000145,1045.0
0.010000181,1046.0
0.010000218,1047.0
0.010000254,1048.0
0.01000029,1049.0
0.010000327,1050.0
0.010000363,1051.0
0.010000399,1052.0
0.010000436,1053.0
0.010000472,1054.0
0.010000508,1055.0
0.010000545,1056.0
0.010000581,1057.0
0.010000617,1058.0
0.010000654,1059.0
0.01000069,1060.0
0.010000726,1061.0
0.0100007625,1062.0
0.010000799,1063.0
0.010000835,1064.0
0.0100008715,1065.0
0.010000908,1066.0
0.010000944,1067.0
0.010000908,1068.0
0.0100008715,1069.0
0.010000835,1070.0
0.010000799,1071.0
0.0100007625,1072.0
0.010000726,1073.0
0.01000069,1074.0
0.010000654,1075.0
0.010000617,1076.0
0.010000581,1077.0
0.010000545,1078.0
0.010000508,1079.0
0.010000472,1080.0
0.010000436,1081.0
0.010000399,1082.0
0.010000363,1083.0
0.010000327,1084.0
0.01000029,1085.0
0.010000254,1086.0
0.010000218,1087.0
0.010000181,1088.0
0.010000145,1089.0
0.010000109,1090.0
0.010000072,1091.0
0.010000036,1092.0
0.01,1093.0
0.010000018,1094.0
0.010000036,1095.0
0.010000055,1096.0
0.010000072,1097.0
0.010000091,1098.0
0.010000109,1099.0
0.010000127,1100.0
0.010000145,1101.0
0.010000164,1102.0
0.010000181,1103.0
0.0100002,1104.0
0.010000218,1105.0
0.010000236,1106.0
0.010000254,1107.0
0.010000273,1108.0
0.01000029,1109.0
0.010000309,1110.0
0.010000327,1111.0
0.010000345,1112.0
0.010000363,1113.0
0.010000382,1114.0
0.010000399,1115.0
0.010000418,1116.0
0.010000436,1117.0
0.010000454,1118.0
0.010000472,1119.0
0.010000454,1120.0
0.010000436,1121.0
0.010000418,1122.0
0.010000399,1123.0
0.010000382,1124.0
0.010000363,1125.0
0.010000345,1126.0
0.010000327,1127.0
0.010000309,1128.0
0.01000029,1129.0
0.010000273,1130.0
0.010000254,1131.0
0.010000236,1132.0
0.010000218,1133.0
0.0100002,1134.0
0.010000181,1135.0
0.010000164,1136.0
0.010000145,1137.0
0.010000127,1138.0
0.010000109,1139.0
0.010000091,1140.0
0.010000072,1141.0
0.010000055,1142.0
0.010000036,1143.0
0.010000018,1144.0
0.01,1145.0
0.010000009,1146.0
0.010000018,1147.0
0.010000027,1148.0
0.010000036,1149.0
0.010000045,1150.0
0.010000055,1151.0
0.010000063,1152.0
0.010000072,1153.0
0.010000082,1154.0
0.010000091,1155.0
0.010000099,1156.0
0.010000109,1157.0
0.010000118,1158.0
0.010000127,1159.0
0.010000136,1160.0
0.010000145,1161.0
0.010000154,1162.0
0.010000164,1163.0
0.010000172,1164.0
0.010000181,1165.0
0.010000191,1166.0
0.0100002,1167.0
0.010000208,1168.0
0.010000218,1169.0
0.010000227,1170.0
0.010000236,1171.0
0.010000227,1172.0
0.010000218,1173.0
0.010000208,1174.0
0.0100002,1175.0
0.010000191,1176.0
0.010000181,1177.0
0.010000172,1178.0
0.010000164,1179.0
0.010000154,1180.0
0.010000145,1181.0
0.010000136,1182.0
0.010000127,1183.0
0.010000118,1184.0
0.010000109,1185.0
0.010000099,1186.0
0.010000091,1187.0
0.010000082,1188.0
0.010000072,1189.0
0.010000063,1190.0
0.010000055,1191.0
0.010000045,1192.0
0.010000036,1193.0
0.010000027,1194.0
0.010000018,1195.0
0.010000009,1196.0
0.01,1197.0
0.010000004,1198.0
0.010000009,1199.0
0.010000014,1200.0
0.010000018,1201.0
0.010000023,1202.0
0.010000027,1203.0
0.010000031,1204.0
0.010000036,1205.0
0.010000041,1206.0
0.010000045,1207.0
0.01000005,1208.0
0.010000055,1209.0
0.010000059,1210.0
0.010000063,1211.0
0.010000068,1212.0
0.010000072,1213.0
0.010000077,1214.0
0.010000082,1215.0
0.010000086,1216.0
0.010000091,1217.0
0.010000096,1218.0
0.010000099,1219.0
0.010000104,1220.0
0.010000109,1221.0
0.010000113,1222.0
0.010000118,1223.0
0.010000113,1224.0
0.010000109,1225.0
0.010000104,1226.0
0.010000099,1227.0
0.010000096,1228.0
0.010000091,1229.0
0.010000086,1230.0
0.010000082,1231.0
0.010000077,1232.0
0.010000072,1233.0
0.010000068,1234.0
0.010000063,1235.0
0.010000059,1236.0
0.010000055,1237.0
0.01000005,1238.0
0.010000045,1239.0
0.010000041,1240.0
0.010000036,1241.0
0.010000031,1242.0
0.010000027,1243.0
0.010000023,1244.0
0.010000018,1245.0
0.010000014,1246.0
0.010000009,1247.0
0.010000004,1248.0
0.01,1249.0
0.010000003,1250.0
0.010000004,1251.0
0.010000007,1252.0
0.010000009,1253.0
0.010000011,1254.0
0.010000014,1255.0
0.010000016,1256.0
0.010000018,1257.0
0.01000002,1258.0
0.010000023,1259.0
0.010000025,1260.0
0.010000027,1261.0
0.01000003,1262.0
0.010000031,1263.0
0.010000034,1264.0
0.010000036,1265.0
0.010000039,1266.0
0.010000041,1267.0
0.010000044,1268.0
0.010000045,1269.0
0.010000047,1270.0
0.01000005,1271.0
0.010000052,1272.0
0.010000055,1273.0
0.010000057,1274.0
0.010000059,1275.0
0.010000057,1276.0
0.010000055,1277.0
0.010000052,1278.0
0.01000005,1279.0
0.010000047,1280.0
0.010000045,1281.0
0.010000044,1282.0
0.010000041,1283.0
0.010000039,1284.0
0.010000036,1285.0
0.010000034,1286.0
0.010000031,1287.0
0.01000003,1288.0
0.010000027,1289.0
0.010000025,1290.0
0.010000023,1291.0
0.01000002,1292.0
0.010000018,1293.0
0.010000016,1294.0
0.010000014,1295.0
0.010000011,1296.0
0.010000009,1297.0
0.010000007,1298.0
0.010000004,1299.0
0.010000003,1300.0
0.01,1301.0
0.010000001,1302.0
0.010000003,1303.0
0.0100000035,1304.0
0.010000004,1305.0
0.010000005,1306.0
0.010000007,1307.0
0.010000008,1308.0
0.010000009,1309.0
0.01000001,1310.0
0.010000011,1311.0
0.010000013,1312.0
0.010000014,1313.0
0.010000015,1314.0
0.010000016,1315.0
0.0100000175,1316.0
0.010000018,1317.0
0.010000019,1318.0
0.01000002,1319.0
0.010000021,1320.0
0.010000023,1321.0
0.010000024,1322.0
0.010000025,1323.0
0.010000026,1324.0
0.010000027,1325.0
0.010000029,1326.0
0.01000003,1327.0
0.010000029,1328.0
0.010000027,1329.0
0.010000026,1330.0
0.010000025,1331.0
0.010000024,1332.0
0.010000023,1333.0
0.010000021,1334.0
0.01000002,1335.0
0.010000019,1336.0
0.010000018,1337.0
0.0100000175,1338.0
0.010000016,1339.0
0.010000015,1340.0
0.010000014,1341.0
0.010000013,1342.0
0.010000011,1343.0
0.01000001,1344.0
0.010000009,1345.0
0.010000008,1346.0
0.010000007,1347.0
0.010000005,1348.0
0.010000004,1349.0
0.0100000035,1350.0
0.010000003,1351.0
0.010000001,1352.0
0.01,1353.0
0.010000001,1354.0
0.010000001,1355.0
0.010000002,1356.0
0.010000003,1357.0
0.010000003,1358.0
0.0100000035,1359.0
0.010000004,1360.0
0.010000004,1361.0
